word,x_coord,y_coord,word_count,rank
tino,-1.1530448999999998,-1.2206451,2103,81
waka,0.08768513,1.8714995,2027,82
kāinga,0.43009734,0.065488935,1988,83
kaupapa,-2.9105885,-1.921696,1956,84
take,-3.219954,-1.6118742,1949,85
rua,-3.1175303,1.1204056,1925,86
pakanga,0.7976970999999999,0.05932031,1918,87
katoa,-1.6854855,0.08643762,1896,88
mau,-0.93110776,-1.0254322,1880,89
kore,-1.9167953,-0.38059282,1853,90
riro,-0.7122951999999999,-1.2655215,1852,91
mua,-0.4857419,0.08545205,1837,92
puta,-0.4648062,0.026317056,1830,93
ahakoa,-1.7339056000000002,-0.7226528,1782,94
ao,-1.9356767,-2.5494032000000004,1739,95
kaha,-1.8244591,-1.17643,1734,96
kātahi,-0.68670696,0.006644799399999999,1720,97
tamariki,4.43892,-1.4338604,1717,98
tohu,-0.2199091,-1.9996632,1714,99
āna,-1.3601086000000002,-0.64356244,1712,100
wahine,4.2077384,-1.4684392,1711,101
rōpū,0.040045388,-3.3504298,1710,102
reo,-1.9110093,-3.4830685,1673,103
kai,-1.8165473,2.7521613,1646,104
rohe,2.5233917000000003,2.649557,1625,105
hunga,-1.9760538,-0.14121555,1599,106
taha,-0.16057691,-0.47434017,1584,107
kura,-0.418741,-2.8473053,1530,108
hui,0.59614044,-2.0416334,1525,109
noa,-1.8429952,-0.1098921,1506,110
whakahaere,-3.1722612,-1.4702593000000002,1504,111
tāngata,-1.7361575,0.13895097,1502,112
ēngari,0.47218546,-1.4776857,1469,113
whakaaro,-1.7777729,-1.4382452,1448,114
ture,-3.7267506,-1.8049368,1444,115
heoi,-1.7808258999999995,-0.06956234,1354,116
nāna,-0.6403736999999999,-0.9676812,1339,117
āhua,-2.145843,-1.5084401,1330,118
raro,-0.43313122,-0.23416923,1327,119
pērā,-1.5618477,0.13081582,1323,120
rātau,0.34057406,-0.94421643,1318,121
maha,-1.4907244,0.039492346,1307,122
ngāti,4.0673933,0.026191581,1258,123
kitea,-2.0481052,0.8529735,1253,124
toa,0.7399806999999999,-3.9776728,1248,125
pai,-2.1785982,-0.15427032,1240,126
marae,1.6574988000000002,1.2616392,1217,127
īngoa,3.1051037,-1.7712888,1175,128
matua,0.8738889999999999,-2.2695746,1163,129
rākau,-1.0926389,2.9063437000000003,1147,130
tēnā,-1.6265366,0.22573519,1136,131
tūranga,0.43671966,-2.2294857999999995,1133,132
awa,1.6115805,3.1082757,1126,133
