word,x_coord,y_coord,word_count
ārai,20.138632,-18.684431,153
ngāti_tama,42.233192,22.740856,153
kaituhi,-46.826626,20.439823,153
tauhokohoko,1.3933656,-38.749638,152
pai_mārire,23.89017,13.926141,152
kuia,31.023623,46.74781,151
paenga,47.197666,-22.352154,151
taitama,-4.2959175,20.20952,151
taku,-5.1048207,-31.393806,150
whakaekea,28.211885,-4.2578897,150
niupepa,-52.54374,18.57345,150
tūmomo,-34.026955,-38.340775,150
hākinakina,-30.454018,29.211119,150
tūpuna,33.358128,-25.045668,149
rangi_hīroa,-14.707821,53.3057,148
puke,39.681915,-19.299635,148
kapiti,58.86398,-16.15552,148
taraipiunara,-58.63704,-5.752975,148
mārena,19.87761,41.437828,148
kō,-7.6469665,-25.635061,147
ahuwhenua,-56.462513,-27.017221,147
mahinga,-10.352997,-51.62541,147
whitu,3.1661391,-15.930611,147
aukati,-36.99665,-7.7694373,147
ātaahua,-5.8248196,-38.02197,147
mātāmua,22.518452,52.232426,147
mihingare,-10.665841,39.071087,147
kuraina,-14.218188,33.495438,147
papatūānuku,38.95511,38.0829,146
whakaū,-43.967926,-6.3604894,146
ngāi_tūhoe,49.090523,35.404636,146
tuawhenua,58.029095,-19.592304,146
ngāti_ruanui,40.904846,23.700283,146
matariki,-3.0858572,-7.4840007,145
pūrākau,-38.750904,-15.896409,145
wehi,-24.02528,-13.2395115,145
hari,-13.031411,0.3675027,145
rauru,40.605488,24.045883,145
pūtake,-20.478422,-24.28503,144
paikea,21.416384,47.497864,144
tēnei_whakaahua,-39.244358,11.631841,143
ō_rāua,33.535816,19.59853,143
mātou,-6.7071805,-29.77087,143
whakaritenga,-55.27229,-2.4442332,143
waitara,46.015903,-2.9281607,143
pāngia,17.128428,3.4108236,143
hēmi,8.346743,52.840073,142
ūpoko,-3.659482,-4.632785,142
mana_motuhake,-46.84526,-0.6413739,142
pāpā,21.216375,52.5395,141
wera,28.985655,-21.931793,140
rironga,-65.81575,-4.7487435,140
taha_mauī,-6.251762,-4.319627,140
kaipupuri,-66.682396,-14.237565,139
whakatūnga,-23.189884,16.085861,139
rōpū_whakamana,-66.102585,-0.5831757,139
whakatikatika,-49.46335,-7.465662,139
whāiti,-4.1937294,-20.87532,139
kiriata,-40.676956,25.8143,139
hōri,8.347748,53.626293,139
keepa,21.27409,23.461237,139
taiaroa,22.974152,28.532742,139
kerei,8.813071,32.49789,139
hiki,12.819118,-7.6497397,138
waha,17.777517,-39.807217,138
rohe_pōtae,60.029434,-6.2321715,138
huruhuru,16.842737,-46.581306,137
hāpai,-43.414284,-21.936747,137
taka_rawa,2.8357635,-8.755769,137
heoti,-0.05182538,13.805373,137
whiriwhiri,-51.708675,-5.8651037,136
pēhea,-20.69399,-25.633223,136
ranginui,39.136963,38.04083,136
mau_pū,23.88951,-2.3531811,136
waewae,19.953236,-41.170654,135
tūranganuiakiwa,60.760986,0.38171422,135
akoranga,-47.491993,-20.30462,135
poaka,-1.197341,-55.588722,134
kupenga,20.953337,-50.27638,134
paunga,3.8614943,-6.454071,134
whāinga,-53.368572,-18.326189,134
whakaata,-51.165703,12.836811,134
whakautu,-19.17964,-7.9700456,134
wairau,60.331192,-16.687439,134
tirohanga,-44.74537,-18.592999,134
poari_kaitiaki,-28.949045,43.419777,134
ngahuru,11.974951,-17.167135,133
teihana,-9.57215,29.271717,133
anei,-37.92514,11.765836,133
pepa,-51.215504,18.99953,133
hōne_heke,9.301809,29.233889,133
herea,30.063078,-37.64388,132
koirā,-6.217445,-10.773684,132
irāmutu,23.323282,53.767555,132
ngāruawāhia,-11.06837,22.514584,132
pōtatau,2.3632095,34.139633,132
mano,-11.824519,-19.131273,131
hōrapa,1.1849346,-25.69284,131
hoahoa,-49.73606,-35.61989,131
ōpōtiki,44.205273,1.4006108,131
hirini,8.664527,56.662994,131
puehu,19.753399,-4.5779986,130
ata,14.430239,-18.391314,130
nohoanga,15.4399805,-12.582596,130
whakataukī,-36.597157,-16.743874,130
raranga,-35.905575,-36.988037,130
mahara,-23.827599,-11.570677,130
whakaaturia,-37.8061,10.1338005,129
ihu,9.0148,-14.633236,129
hoe,31.764065,-28.228071,129
ōhinemutu,44.091015,6.5062585,129
maru,-7.0825806,-0.57283664,129
puritia,-19.303787,1.8341625,128
kaua,-6.869139,-28.435112,128
whutupaoro,-28.57899,29.712877,128
kōura,8.265571,-60.85598,127
haumi,23.073158,-19.896957,127
tūrangawaewae,-11.076743,22.001621,127
āmotu,-31.137785,38.507,127
ōtautahi,-12.370168,29.84032,127
hara,-21.444534,-17.182907,127
toki,13.640783,-47.85644,126
tangaroa,25.413502,-26.856562,126
tuku_iho,-40.928104,-12.724641,126
waiapu,61.07695,0.332543,126
ngāti_maru,46.863464,27.468933,126
pononga,22.350792,15.807704,126
hongi,27.96343,27.586468,126
wīwī,-7.621363,26.591097,126
rōpū_reipa,-24.65058,49.55175,126
mōmona,11.801471,-21.110773,125
ahurea,-41.855618,-30.761782,125
waipiro,-16.167011,-18.711943,125
mata,20.21449,-43.746532,125
ōna_whanaunga,41.73738,29.113546,125
tanumia,38.613964,6.937456,125
hinengaro,-32.5782,-24.213804,125
rangatiratanga,-45.217274,-1.5908269,125
kaingārahu,18.988438,25.3031,125
hāhi_mihinare,-14.313626,41.038944,125
maata,12.516006,61.075863,125
whakaaetanga,-63.45379,-0.6517753,124
tautohe,-34.700077,-5.0533996,124
hikurangi,39.70922,-19.310862,124
whakaputanga,-54.408787,17.619112,124
kake,0.029242096,-10.695577,124
whakatakotoria,-20.248634,8.730215,123
kawenga,-46.445168,-10.419846,123
heke_iho,11.543456,0.7424052,123
kaiapoi,49.611683,-2.9898472,123
whakanoho,-12.183648,-1.0439241,123
ātete,-35.562,-7.4629917,123
anga,10.853587,-50.489307,122
tuwhera,-18.228807,12.205566,122
whiu,15.287766,-26.866524,122
pono,-39.856907,-3.0252187,122
puka,-48.778206,20.978,122
waharoa,37.27463,21.773335,122
moa,0.72261655,-52.466805,121
whakanōhia,-21.745142,11.214587,121
poto,-7.187111,-37.25866,121
kaiako,-19.225565,34.4177,121
korokī,-1.0394702,33.253735,121
taumaha,-15.520902,-39.334366,120
mahere,-11.053253,-36.839787,120
auaha,6.6090307,-41.713974,120
tāmihana,11.435508,31.896296,120
kaikōrero,-20.654314,46.937393,120
mautohe,-35.608402,4.7019343,120
maungapōhatu,58.805367,-6.2028832,120
ahau,-5.4595413,-30.53194,120
kaiwhakaako,-19.682709,34.351036,120
tatū,1.6553373,-20.924934,119
takahia,-14.28009,-5.674368,119
kaipara,57.651394,-3.199966,119
kōrerotia,-16.540462,-8.2998905,119
pakaru,21.23589,-12.2518015,119
tītī,7.428885,-60.557682,118
tōtara,44.055218,-27.687525,118
pei,-12.4201,55.46924,118
kura_tuarua,-16.419733,31.904411,118
pōuri,-23.773626,-16.071136,117
tirotiro,-51.582382,-6.095496,117
whiua,-15.017717,1.8227667,117
raru,-29.325577,-10.264969,117
whakahaerenga,-54.690983,-24.490501,116
mātenga,23.290157,31.632067,116
hanganga,-51.860752,-32.559624,116
teitei,-0.043223567,-18.330359,116
korowai,23.7935,-43.69961,116
hongi_hika,28.582975,27.83401,116
rawatia,-4.345211,0.78222173,116
pāpāwai,-12.670249,25.124546,116
huna,17.10464,-25.897242,116
whakarewarewa,44.564625,7.0088067,116
reo_irirangi,-52.137657,11.089571,116
taiwhanga,-22.530474,20.500818,116
pae_maunga,53.583626,-16.23086,115
paku,-15.618401,-41.081356,115
whakangahau,-36.06912,27.418388,115
hopukina,-15.034351,3.4626837,114
whakaheke,11.606656,1.2435112,114
raukawa,49.09549,15.523526,114
mārō,-25.340483,-26.001972,114
aituā,19.1739,0.46952307,114
ākonga,-19.029196,34.560143,114
whānautanga,21.451874,41.762802,113
ōrākei,-70.67931,-11.287675,113
ngaki,32.8513,-9.942055,112
whanake,-43.22756,-35.24085,112
hītori,-44.554325,-17.359564,112
tākitimu,58.591335,22.519283,112
rūri,-64.95185,-11.982779,112
tūhourangi,47.73119,38.029736,112
heuheu,45.475983,50.429718,112
māramatanga,-40.08016,-24.385162,112
of,-51.993786,28.129993,112
moriori,34.772987,14.248379,112
whakamau,-11.712674,-29.06627,111
waihangatia,-22.570711,15.444668,111
whina,-5.012056,50.212814,111
taura,21.26831,-48.902065,111
moananui,13.973838,37.863968,111
tūroro,-14.468093,-26.52425,111
nuitia,-18.791632,-12.396556,111
ngāti_mutunga,42.160446,22.469347,111
putu,0.6653914,-17.764671,110
matiu,-4.575925,48.8689,110
tōmuri,2.1767247,-6.134382,110
whāngārei,57.391808,-3.2214167,110
taha_tonga,51.623203,-9.036196,110
karere,-52.99265,20.93545,110
wharekauri,35.471447,14.749954,110
inoi,-27.16888,-0.5900161,110
pareihe,31.235798,28.255344,110
tirohia,-16.724085,-11.018259,109
whakamātautau,-45.742836,5.4846196,109
whenua_rāhui,-67.89494,-11.209142,109
moanaatoitehuatahi,55.77813,-10.297066,109
tongariro,45.98219,-11.36463,109
ariā,-44.258682,-32.575806,108
oneone,14.591983,-65.26565,108
hinu,13.605977,-54.603275,108
aotea,58.828552,21.687656,108
tūmanako,-29.566336,-6.113898,108
akiaki,-33.03854,-1.1068177,108
tiro,-27.424961,-24.014833,108
hāhi_rātana,-12.135395,44.239494,108
kēmu,-29.188103,30.559465,108
kauwhau,-34.649338,14.56186,108
mīharo,-31.460499,-34.160664,107
taha_matau,-6.434667,-4.610511,107
mataatua,57.03412,23.270876,107
rongowhakaata,51.178123,34.85833,107
mōteatea,-40.657207,17.618925,107
hia_kē_nei,1.5684336,-14.140747,107
taha_rāwhiti,53.523285,-13.887046,106
hainatanga,-67.07962,0.93222815,106
turi,57.03199,20.536749,106
horo,30.240568,-3.6645281,106
mete,-44.360485,20.316664,106
matakite,-5.94856,43.566593,105
ngārara,3.6538875,-49.194714,105
rongopai,-6.849446,40.99834,105
manawa,17.095205,-37.663517,105
mātāpono,-55.344975,-11.37854,105
the,-50.31252,28.697565,105
tūruhi,-1.4064757,-40.468266,105
poronihia,3.3587444,-30.888756,105
ōhanga,-53.37806,-25.950089,104
rarawa,50.475376,26.796032,104
atawhai,-22.087803,-13.799158,104
maniapoto,-2.801921,39.194168,104
taone,7.1977687,-25.25113,104
whakatō,2.725181,-56.024643,103
para,-9.436747,-52.518944,103
tihi,43.13711,-21.259567,103
tipua,36.121925,-27.02907,103
maihi,19.318449,62.17579,103
pātea,51.510002,-4.2142844,103
huaina,-11.291447,-3.9833,103
whakatūhia,-22.49618,15.446962,103
muaūpoko,43.488743,23.600187,103
wī,12.80909,54.37629,103
rēweti,1.6980711,55.750473,103
tūwharetoa,49.732544,38.059547,102
takoha,-14.66246,10.302129,102
pēhi,26.239294,32.00077,102
tautohetohe,-33.986324,-4.835657,102
whakaekenga,27.569057,-2.3126106,102
taotū,18.06563,2.0456223,102
tūmatanui,-57.070484,-22.65946,102
tito,-37.171856,20.361387,102
whakakorea,-59.720924,7.055831,102
perehitini,-24.137684,41.77992,102
meinga,-23.418781,10.9799,102
kāwai,40.26359,33.49936,102
kaporeihana,-59.616417,-14.256765,101
tuarā,23.505571,-21.153984,101
whero,18.234837,-45.2732,101
whakatipuranga,-5.13645,-19.28608,101
rerenga,9.038257,1.535256,101
kaihoko,-63.66111,-12.024393,101
taiwhenua,7.2039685,-25.292942,101
oati,-26.548758,-2.6080663,101
kauhoe,31.531576,-28.339678,100
tahu,25.242199,-30.481749,100
whakamaharatanga,-14.401571,14.848824,100
kēhi,-59.988934,-3.6794224,100
tokorima,24.558687,45.105724,100
ahumahi,-56.223614,-26.205244,100
kawiti,28.065863,27.13165,100
rūātoki,56.81178,-7.0840015,100
mau_hereheretia,30.938906,-8.534461,100
huringa,1.8847821,-4.975075,99
tuakiri,-42.307617,-30.691774,99
āwherika,-23.93658,31.930828,99
māia,-33.666298,-20.678776,99
manawatū,51.41031,-6.7894964,99
rangitāke,15.0599785,31.065628,99
rōia,-36.478733,42.39713,98
heria,-15.85856,2.5940666,98
whatu,16.245155,-46.849514,98
muru,-63.37082,-8.401886,98
taiohi,-2.5808074,18.57492,98
murua,-64.15154,-7.947354,97
hipi,-2.4413257,-56.456657,97
tahuna,34.031982,-53.686806,97
rīpeka,15.747322,52.802822,97
rangitīkei,50.513016,-6.864746,97
ao_hou,-48.53422,13.378543,97
uenuku,39.046135,41.66426,97
tungāne,21.796072,52.96052,97
māharahara,-28.059181,-10.782766,97
whao,14.044849,-47.64349,97
mohi,10.940474,57.08673,97
whakakapi,-2.5053687,42.630444,97
ngāti_whakaue,47.83223,38.00789,97
rangona,-16.170958,-10.407776,97
taupatupatu,-34.805546,-5.185562,97
raumati,11.849995,-18.363983,96
kahu,26.363821,-46.157196,96
pōhēhē,-18.491123,-15.259728,96
whakatutuki,-30.345186,-4.089422,96
hipa,-1.3393774,-15.995088,96
whakakitenga,-26.653233,19.88161,96
nehua,38.78195,7.1855917,96
kororāreka,30.826906,5.5136075,96
whakaakoranga,-47.391438,-20.299002,96
rohe_nunui,4.664757,-22.680325,96
hue,4.8628945,-54.11776,95
takitahi,-18.30707,-29.271162,95
tatari,-16.853758,0.929818,95
ūhia,-20.607279,23.474566,95
herehere,32.212402,-7.6705055,95
tokomaru,58.605858,1.1333538,95
mātau,-30.712402,-24.810722,95
ruatāhuna,57.170982,-6.863739,95
karangahia,6.73879,6.1160316,95
nui_whakaharahara,-10.748338,-14.37698,94
whakatairanga,-51.229233,-19.645298,94
matatau,-31.113932,-25.010395,94
toto,17.863863,-35.01351,94
whakahua,-43.875725,15.369508,94
mātaki,-28.69789,-37.477165,94
mananui,42.689713,48.60435,94
parāone,17.269464,34.134678,94
pupuhi,24.659279,-14.922037,94
rēkohu,35.460308,14.794897,94
pēne,-36.818233,26.1479,94
tao,15.813334,-51.670845,93
wikitōria,-13.439615,31.852623,93
mahere_whenua,-11.023056,-36.85721,93
kapua,36.957184,-38.17166,93
whakapau,-24.165878,-31.521416,93
nēhi,-20.769333,36.269398,93
whakaarahia,-19.831657,13.542037,93
whakaīngoatia,-22.37838,11.686866,93
apataki,22.51823,16.17223,93
āwangawanga,-27.971252,-10.868767,92
ringaringa,18.396189,-38.617504,92
whanaketanga,-51.889385,-26.62354,92
waikanae,48.03195,-3.783576,92
pātai,-18.98472,-8.518723,92
wā_poto,7.490496,15.616877,92
kereopa,27.663464,18.23132,92
pine,10.646485,63.063828,92
mātaitai,7.716939,-62.38783,91
murihiku,63.089672,-14.398584,91
muka,12.724349,-55.056854,91
uri_whakaheke,42.57991,33.13138,91
rarotonga,6.1250405,-31.19601,91
rāhuitia,-18.51406,-1.09194,91
paipera,-42.250805,18.807838,91
kaikohe,41.306973,14.119652,91
tara,34.731327,-32.343796,91
awakairangi,44.65106,11.935242,91
kairūri,19.077164,19.065321,91
uku,22.400257,-19.547852,91
kawau,42.30201,52.860516,91
ētita,-45.481083,20.6951,91
whakaurua,-55.895374,9.546108,91
tīkina,-16.513905,3.7695844,90
katoatia,-19.871754,1.2493551,90
kaikōura,61.337097,-16.65118,90
matā,23.91015,-14.381935,90
tūpono,12.73616,-7.4435062,90
pūmanawa,-37.000816,-24.9717,89
pango,18.37347,-45.61103,89
kapu,-22.325611,27.236681,89
mārika,-20.752977,-23.566324,89
mataku,-24.434235,-14.7041235,89
whakatūpato,-29.06303,-1.2358695,89
poi,-36.176018,22.466276,89
mānihera,16.144405,35.64742,89
umanga,-55.290894,-26.496359,88
haeretia,-2.383224,-12.179879,88
parekura,33.492104,-3.474792,88
pūaha,51.748558,-16.907257,88
manukau,55.571552,-4.5309834,88
patuone,27.5159,29.378586,88
huia,-43.244778,11.027153,88
ngārahu,36.73859,29.836071,88
hāhi_ringatū,-7.106343,42.231995,88
whakamutua,-23.998611,-0.07141368,88
inu,1.996096,-59.46069,87
mōhiotanga,-38.14413,-24.37626,87
ngāwari,-24.577856,-26.584694,87
tapa,38.248558,-27.577845,87
pare,48.478203,48.52605,87
whakanuia,-14.099516,17.370295,87
tamatea,56.38956,21.687939,87
hainatia,-67.06078,2.79817,87
raro_iho,-7.709627,-5.868332,87
paea,20.592203,35.763557,87
rerekētanga,-43.61438,-28.283615,87
reipa,-24.732458,50.67536,87
aruhe,8.306191,-55.593845,86
moehau,54.164665,-9.91927,86
takurua,12.562972,-16.575747,86
pūnaha,-58.874306,-24.904726,86
mo,-10.311031,-9.0728035,86
patunga,32.97632,-9.748658,86
manaia,53.468285,19.706709,86
whare_herehere,7.9210286,15.598107,86
whakangungu,-47.36152,-22.478626,86
rewa,29.225483,-20.765251,86
kanikani,-36.590195,27.466095,86
kaitohutohu,-17.678738,48.053616,86
moanaatoi,57.792156,-10.440076,85
pōtitia,-25.554762,43.983986,85
riu,55.465935,-7.9477963,85
hurihia,-11.263656,-3.7288032,85
pouaka_whakaata,-51.485065,11.698305,85
kauhau,-34.628983,14.563878,85
tutū,19.79902,-4.5713234,85
hiko,-3.9315693,-23.691551,85
whakatuwheratanga,-15.13785,20.711765,85
puoro,-36.963184,24.480225,85
tē,-8.197676,-29.542128,84
mira,-5.6763697,-61.80916,84
hūnuku,12.382937,-4.981989,84
ūnga,57.64979,0.001712925,84
tāraia,34.216988,-30.945171,84
whakaara,-29.665804,5.027691,84
kūiti,49.94691,1.0454006,84
kahurangi,-5.357985,-5.6933384,84
whati,25.508835,-15.85821,84
whakaarotia,-13.475477,-9.087281,84
wawao,-37.542526,-7.2932796,84
takutai_moana,58.10999,-18.904163,84
pūmau_tonu,-32.938732,2.3435922,84
wī_tako,11.631363,31.549408,84
taonga_puoro,-37.0871,-33.510952,84
kaumoana,3.9386842,-36.844955,83
parāoa,12.008299,-55.390274,83
tua,46.68592,-20.732498,83
tukutuku,11.11708,-41.998352,83
whakatauria,23.195297,-5.5721297,83
aho,19.960299,-48.21555,83
tarawera,46.40421,-13.94328,83
panaia,29.037271,-6.076858,83
huihuinga,-15.596654,22.635622,83
whakatuwheratia,-18.636623,12.196794,83
kara,-10.879494,15.090472,83
pana,20.079077,-18.717,82
hauhake,2.9477699,-56.251713,82
hīnaki,21.942335,-51.024437,82
whakawātea,-14.383271,-2.8109987,82
paki,-2.9726536,-7.2984343,82
pari,43.854477,-20.9703,82
koutou,-5.0170274,-29.964964,82
nene,26.592691,29.250172,82
ipu,17.408628,-45.251244,82
tokowhitu,24.811075,45.12363,82
roroa,44.545033,26.642923,82
kōhanga_reo,-47.612225,-18.957806,82
āpiti_atu,-6.8136244,7.7600684,82
whakapau_kaha,-51.14679,-19.534101,81
mahinga_kai,55.8435,-25.606272,81
taiaha,23.509127,-42.514847,81
whanaungatanga,-41.533253,-19.580656,81
huinga,-16.183037,22.916674,81
tahiti,6.131361,-31.012035,81
pitihana,-63.092613,1.3102332,81
tūmatauenga,24.739868,-25.33954,81
kawakawa,37.294033,2.5389946,81
makawe,21.686659,-45.68399,81
ngāti_hine,46.93417,33.4858,81
īhāia,15.342447,34.353912,81
ngāti_hauā,38.144676,21.98992,81
whānauaapanui,50.353268,35.15334,81
rāpata,16.627686,23.544067,81
kuini_wikitōria,2.6086917,36.905796,81
ratonga,-56.738884,-22.50452,81
momoho,-32.48141,-4.218736,81
wharepōuri,32.13438,27.611431,81
wētahi,10.2082615,12.312096,81
hēni,12.348856,60.484203,81
taingākawa,0.31794772,32.859207,81
kirikiri,15.150321,-65.66181,80
kiwi,17.415537,-55.249912,80
kiko,9.77363,-54.67603,80
whakamāori,-46.031746,18.002356,80
waitaua,27.836409,-1.2137257,80
kuki,4.374853,-34.934147,80
pūhia,27.057894,-13.4466095,80
pēneti,-6.414297,37.465477,80
mamae,-23.770144,-18.847424,80
kohi,-8.259088,-54.07592,80
meiha,17.44221,21.692232,80
takawaenga,-21.12858,45.204014,80
kaiāwhina,-20.664223,38.269318,80
waimarie,-1.0302317,14.439658,80
manene,-1.098743,-26.398037,80
ririki,-26.820688,-40.203423,79
ingarihi,-47.997906,16.574017,79
tai_poutini,56.11111,-17.6366,79
whakarere,12.484502,-27.729986,79
pahi,35.173576,-14.778387,79
rerewē,-3.8332183,-66.53376,79
iwa,3.9520504,-15.612669,79
patupaiarehe,13.472024,-34.443146,79
katorika,-12.858198,37.613583,79
tokoono,25.268177,44.45719,79
whakaminenga,-11.407254,16.026646,79
mahana,0.4853315,-46.560905,78
kua_oti_kē,-27.938467,-3.8644898,78
māui_pōmare,-15.32191,52.797634,78
reka,9.402937,-52.45552,78
huakina,28.147064,-5.1727047,78
rangiātea,41.92045,8.20699,78
tākaro_whutupaoro,-29.274132,27.424377,78
kani,27.662436,36.102238,78
īnia,-6.622286,34.421497,78
meri,16.933216,51.67571,78
taro,3.7552438,-54.094833,77
pātaka,34.143547,-41.788277,77
tahua,-64.21874,-20.666533,77
ritenga,-25.993898,-29.168516,77
tamatekapua,55.689026,23.250914,77
ea,-21.75828,-18.135221,77
kotahi_anake,-12.3500395,-24.786161,77
noatia,-21.113188,-0.9106512,77
reanga,-39.406956,-25.032738,77
whakamanahia,-57.72635,7.9224424,77
hangā,-20.521435,14.570725,77
ope_hōia,14.604396,17.485811,77
taihoa_ake,-23.897963,39.811356,77
matau,27.126974,-46.32034,76
kaitiakitanga,-56.662907,-20.881254,76
hōhonu,-25.653343,-26.086756,76
orokohanga,-40.156567,-19.83497,76
wahapū,48.477436,-18.06448,76
mokomoko,-2.3058977,-30.775291,76
papanga,-0.194456,-63.654343,76
kaiwhakairo,9.840495,-40.089455,76
parata,7.3413267,51.866318,76
tāmati,12.922785,53.314377,76
āwhinatia,-21.81923,5.1332374,76
whakamaumaharatanga,-14.369345,14.795235,76
māero,48.608612,-25.88516,76
hohou,17.871412,-7.27939,76
piripi,16.728815,36.08352,76
whatuiāpiti,46.469852,30.86167,76
āpirana,-9.938054,53.758442,76
māuiui,17.171999,3.4688382,76
mātaatua,58.604473,22.797457,76
hawaii,6.123695,-30.955343,75
toenga,-69.67335,-14.328869,75
taunaha,0.33375898,-35.666912,75
arataki,-8.73339,12.410861,75
punga,27.692696,-30.352304,75
taha_raki,52.03559,-8.9796715,75
ōtepoti,-11.878686,29.847359,75
rewi,5.6007648,30.27208,75
hira,22.413767,46.496315,75
teira,16.246004,33.508316,75
puia,41.061386,-39.034565,74
hemo,19.437675,3.193491,74
tūhawaiki,23.471533,28.528988,74
wī_pere,11.774048,38.09824,74
whakawā,-61.13945,-2.2617972,74
aitangaamāhaki,50.81634,34.68879,74
tāreha,13.8646,38.08811,74
pōkiha,16.539398,27.988907,74
hokihoki,13.151481,-4.4576707,74
muriwhenua,61.90973,12.013666,74
titoa,-37.525105,19.742205,74
tohi,47.075542,47.141945,74
tino_rangatiratanga,-46.21217,-1.0603781,74
hinganga,23.36057,7.91506,74
manaakitia,-17.676868,0.96841556,73
kirikiriroa,47.655285,8.784789,73
mutunga_iho,-25.551023,-5.2399826,73
poroporoaki,-37.092964,16.782417,73
tōia,34.173016,-20.68322,73
pōtiki,27.072998,48.972897,73
whakatakariri,-25.299318,-15.612916,73
waikaremoana,56.482803,-7.3810515,73
pouaru,24.352114,51.06831,73
whakakore,-50.369164,-2.0871396,73
wātene,-22.627766,40.75433,73
and,-52.32619,28.683725,73
hētana,-23.10827,55.02261,73
tuawhā,0.35970432,41.293884,73
tukunga,-65.436386,1.961385,73
wahine_tuarua,23.66722,51.938286,73
mau_herehere,31.828415,-8.300185,73
hora,-7.893696,-19.605396,72
heketea,-70.14746,-13.378086,72
repo,11.251034,-66.04424,72
kūpapa,22.604958,13.479401,72
heamana,-24.958662,42.320595,72
māhunga,21.933952,-43.419212,72
ngaio,-48.942238,-22.232382,72
toroa,38.35187,41.168247,72
aupōuri,50.35847,26.896957,72
ao_mārama,14.580544,-9.060272,72
tūhono,11.141688,-0.74495065,72
kaiwaiata,-37.98325,24.844917,72
paratene,11.020361,55.093098,72
hoa_rangatira,15.663757,49.432465,72
maria,11.512898,60.91983,72
taonui,11.592929,32.923656,72
urunga,1.4002606,-2.830277,72
kererū,15.812495,-54.10674,71
nanao,8.778713,-49.21796,71
niho,18.307348,-40.895584,71
mura,22.99837,-15.861298,71
hato,5.2395024,61.014637,71
toronga,5.1486073,1.6210523,71
kaiwhakamārama_reo,-36.838722,41.690598,71
huaki,23.887598,-18.836555,70
whakatuwhera,-17.255154,13.361254,70
otinga,1.3980768,-2.9255264,70
taro_ake,2.4714987,2.5647635,70
kati,12.406528,-11.4869995,70
whakatetonga,55.44138,-13.519881,70
whanonga,-40.522095,-28.468826,70
whakawhanake,-56.2667,-24.790506,70
mātotoru,-14.3152895,-46.023212,70
hiwi,45.3295,-24.694653,70
āhia,3.649875,-31.807785,70
mauhere,31.813917,-7.1371794,70
kauri,-3.0181005,-63.510536,70
mētara,-21.03686,25.610064,70
mīhini,-14.068108,-58.272236,70
pakihi,-55.987785,-25.802382,70
kānara,16.601784,22.325636,70
kākano,6.539666,-54.855392,69
kākā,17.104023,-53.86231,69
wehea,-18.275217,-0.97386295,69
taringa,22.106089,-39.6565,69
whakairotia,29.552809,-41.63032,69
hauāuru,53.254574,-6.1279163,69
whakamōhio,-30.52465,-1.6954644,69
amorangi,37.311363,30.199057,69
kōrerohia,-16.341467,-7.798451,69
ārahina,26.8435,-4.630748,69
pūtiki,47.0931,3.3054976,69
puea_hērangi,-2.1896608,39.163754,68
puketapu,49.388783,6.394515,68
whakatā,-21.873196,-46.25669,68
kōawa,50.065746,-18.639906,68
waitohu,-56.410686,19.653854,68
kua_oti,-51.4473,-9.100507,68
tikanga_tuku_iho,-37.533054,-22.103046,68
taha_wairua,-8.953862,43.835766,68
oma,26.737082,-13.327365,68
tatū_rawa,4.0817423,-10.111438,68
ekenga,1.6235453,-8.839111,68
pita,10.265632,51.10202,68
tīma_whutupaoro,-26.22339,31.056019,68
iriiri,15.228602,43.36703,68
purei,-29.064758,27.497555,68
ngāti_māmoe,45.254704,23.680353,68
whakahaerea,-23.376871,12.944492,68
kiromita,48.753857,-25.749216,67
haurua,-19.939058,-41.800144,67
tātou,-7.4217477,-30.18935,67
kohia,-16.881712,-52.862587,67
kāpene_kuki,4.2833233,-35.088432,67
mokoia,37.98957,-4.117532,67
aronga,-44.554955,-28.10278,67
taina,19.948195,55.46288,67
waiariki,60.778282,-9.055339,67
torotoro,10.148963,-6.2246723,67
hura,34.66144,34.051445,67
ruru,25.386694,35.808086,67
turakina,13.303387,-11.803825,67
amuamu,-28.934938,-13.3413105,67
huata,-5.178755,50.71881,67
hurinui,-12.306077,55.60072,67
kōhuru,14.861276,-28.929062,67
maungārongo,5.7067823,27.667559,67
tomoana,11.823043,38.417984,67
tautāwhi,-35.544296,-2.215573,67
pirihi,-13.275841,39.28065,67
ūpokoiri,46.01416,29.833502,67
tahataha,52.46659,-21.389374,66
tuanui,33.766712,-43.94841,66
huri_noa,3.0607316,-27.162708,66
matua_kēkē,19.874777,53.193325,66
koroni,-56.43849,2.8071303,66
huihui,7.6756053,6.2760143,66
whakahoahoa,-30.789282,-22.173061,66
ō_mua,-8.521012,-21.386208,66
tiuka,2.2724123,43.41591,66
tūrongo,35.90831,40.526108,66
whakahaua,26.646633,-7.7026935,66
rāhiri,53.236187,26.371803,66
hāora,-21.492626,-47.889496,66
kae,35.36969,42.854794,66
whare_tapere,-37.832767,27.220776,66
tohunga_whakairo,-1.6390122,47.551952,66
whakamīharo,-36.889675,-27.184431,66
whakawahia,-0.96170616,36.777676,66
pāriha,-20.101265,38.752712,66
nēpia,-27.147112,31.980635,66
tūtata,53.786697,-21.628975,65
tokoiti,-14.699065,-18.954912,65
poupou,33.098625,-42.83658,65
mauī,-6.194977,-4.104892,65
whakapaipai,11.407907,-42.877323,65
no,-9.673791,-9.740934,65
mōkau,49.991158,-7.5390677,65
nukutaurua,56.997425,9.004087,65
whatanui,41.429825,25.567383,65
